"replicate","status","timestamp","error"
282,"done","2026-05-15 02:04:02.713707",""
283,"done","2026-05-15 02:04:02.713707",""
284,"done","2026-05-15 02:04:02.713707",""
285,"done","2026-05-15 02:04:02.713707",""
286,"done","2026-05-15 02:04:02.713707",""
287,"done","2026-05-15 02:04:02.713707",""
288,"done","2026-05-15 02:04:02.713707",""
289,"done","2026-05-15 02:04:02.713707",""
290,"done","2026-05-15 02:04:02.713707",""
291,"done","2026-05-15 02:04:02.713707",""
292,"done","2026-05-15 02:04:02.713707",""
293,"done","2026-05-15 02:04:02.713707",""
294,"done","2026-05-15 02:04:02.713707",""
295,"done","2026-05-15 02:04:02.713707",""
296,"done","2026-05-15 02:04:02.713707",""
297,"done","2026-05-15 02:04:02.713707",""
298,"done","2026-05-15 02:04:02.713707",""
299,"done","2026-05-15 02:04:02.713707",""
300,"done","2026-05-15 02:04:02.713707",""
301,"done","2026-05-15 02:04:02.713707",""
302,"done","2026-05-15 02:04:02.713707",""
303,"done","2026-05-15 02:04:02.713707",""
304,"done","2026-05-15 02:04:02.713707",""
305,"done","2026-05-15 02:04:02.713707",""
306,"done","2026-05-15 02:04:02.713707",""
307,"done","2026-05-15 02:04:02.713707",""
308,"done","2026-05-15 02:04:02.713707",""
309,"done","2026-05-15 02:04:02.713707",""
310,"done","2026-05-15 02:04:02.713707",""
311,"done","2026-05-15 02:04:02.713707",""
312,"done","2026-05-15 02:04:02.713707",""
313,"done","2026-05-15 02:04:02.713707",""
314,"done","2026-05-15 02:04:02.713707",""
315,"done","2026-05-15 02:04:02.713707",""
316,"done","2026-05-15 02:04:02.713707",""
317,"done","2026-05-15 02:04:02.713707",""
318,"done","2026-05-15 02:04:02.713707",""
319,"done","2026-05-15 02:04:02.713707",""
320,"done","2026-05-15 02:04:02.713707",""
321,"done","2026-05-15 02:04:02.713707",""
322,"done","2026-05-15 02:04:02.713707",""
323,"done","2026-05-15 02:04:02.713707",""
324,"done","2026-05-15 02:04:02.713707",""
325,"done","2026-05-15 02:04:02.713707",""
326,"done","2026-05-15 02:04:02.713707",""
327,"done","2026-05-15 02:04:02.713707",""
328,"done","2026-05-15 02:04:02.713707",""
329,"done","2026-05-15 02:04:02.713707",""
330,"done","2026-05-15 02:04:02.713707",""
331,"done","2026-05-15 02:04:02.713707",""
332,"done","2026-05-15 02:04:02.713707",""
333,"done","2026-05-15 02:04:02.713707",""
334,"done","2026-05-15 02:04:02.713707",""
335,"done","2026-05-15 02:04:02.713707",""
336,"done","2026-05-15 02:04:02.713707",""
337,"done","2026-05-15 02:04:02.713707",""
338,"done","2026-05-15 02:04:02.713707",""
339,"done","2026-05-15 02:04:02.713707",""
340,"done","2026-05-15 02:04:02.713707",""
341,"done","2026-05-15 02:04:02.713707",""
342,"done","2026-05-15 02:04:02.713707",""
343,"done","2026-05-15 02:04:02.713707",""
344,"done","2026-05-15 02:04:02.713707",""
345,"done","2026-05-15 02:04:02.713707",""
346,"done","2026-05-15 02:04:02.713707",""
347,"done","2026-05-15 02:04:02.713707",""
348,"done","2026-05-15 02:04:02.713707",""
349,"done","2026-05-15 02:04:02.713707",""
350,"done","2026-05-15 02:04:02.713707",""
351,"done","2026-05-15 02:04:02.713707",""
352,"done","2026-05-15 02:04:02.713707",""
353,"done","2026-05-15 02:04:02.713707",""
354,"done","2026-05-15 02:04:02.713707",""
355,"done","2026-05-15 02:04:02.713707",""
356,"done","2026-05-15 02:04:02.713707",""
357,"done","2026-05-15 02:04:02.713707",""
358,"done","2026-05-15 02:04:02.713707",""
359,"done","2026-05-15 02:04:02.713707",""
360,"done","2026-05-15 02:04:02.713707",""
361,"done","2026-05-15 02:04:02.713707",""
362,"done","2026-05-15 02:04:02.713707",""
363,"done","2026-05-15 02:04:02.713707",""
364,"done","2026-05-15 02:04:02.713707",""
365,"done","2026-05-15 02:04:02.713707",""
366,"done","2026-05-15 02:04:02.713707",""
367,"done","2026-05-15 02:04:02.713707",""
368,"done","2026-05-15 02:04:02.713707",""
369,"done","2026-05-15 02:04:02.713707",""
370,"done","2026-05-15 02:04:02.713707",""
371,"done","2026-05-15 02:04:02.713707",""
372,"done","2026-05-15 02:04:02.713707",""
373,"done","2026-05-15 02:04:02.713707",""
374,"done","2026-05-15 02:04:02.713707",""
375,"done","2026-05-15 02:04:02.713707",""
376,"done","2026-05-15 02:04:02.713707",""
377,"done","2026-05-15 02:04:02.713707",""
378,"done","2026-05-15 02:04:02.713707",""
379,"done","2026-05-15 02:04:02.713707",""
380,"done","2026-05-15 02:04:02.713707",""
381,"done","2026-05-15 02:04:02.713707",""
382,"done","2026-05-15 02:04:02.713707",""
383,"done","2026-05-15 02:04:02.713707",""
384,"done","2026-05-15 02:04:02.713707",""
385,"done","2026-05-15 02:04:02.713707",""
386,"done","2026-05-15 02:04:02.713707",""
387,"done","2026-05-15 02:04:02.713707",""
388,"done","2026-05-15 02:04:02.713707",""
389,"done","2026-05-15 02:04:02.713707",""
390,"done","2026-05-15 02:04:02.713707",""
391,"done","2026-05-15 02:04:02.713707",""
392,"done","2026-05-15 02:04:02.713707",""
393,"done","2026-05-15 02:04:02.713707",""
394,"done","2026-05-15 02:04:02.713707",""
395,"done","2026-05-15 02:04:02.713707",""
396,"done","2026-05-15 02:04:02.713707",""
397,"done","2026-05-15 02:04:02.713707",""
398,"done","2026-05-15 02:04:02.713707",""
399,"done","2026-05-15 02:04:02.713707",""
400,"done","2026-05-15 02:04:02.713707",""
401,"done","2026-05-15 02:04:02.713707",""
402,"done","2026-05-15 02:04:02.713707",""
403,"done","2026-05-15 02:04:02.713707",""
404,"done","2026-05-15 02:04:02.713707",""
405,"done","2026-05-15 02:04:02.713707",""
406,"done","2026-05-15 02:04:02.713707",""
407,"done","2026-05-15 02:04:02.713707",""
408,"done","2026-05-15 02:04:02.713707",""
409,"done","2026-05-15 02:04:02.713707",""
410,"done","2026-05-15 02:04:02.713707",""
411,"done","2026-05-15 02:04:02.713707",""
412,"done","2026-05-15 02:04:02.713707",""
413,"done","2026-05-15 02:04:02.713707",""
414,"done","2026-05-15 02:04:02.713707",""
415,"done","2026-05-15 02:04:02.713707",""
416,"done","2026-05-15 02:04:02.713707",""
417,"done","2026-05-15 02:04:02.713707",""
418,"done","2026-05-15 02:04:02.713707",""
419,"done","2026-05-15 02:04:02.713707",""
420,"done","2026-05-15 02:04:02.713707",""
421,"done","2026-05-15 02:04:02.713707",""
422,"done","2026-05-15 02:04:02.713707",""
423,"done","2026-05-15 02:04:02.713707",""
424,"done","2026-05-15 02:04:02.713707",""
425,"done","2026-05-15 02:04:02.713707",""
426,"done","2026-05-15 02:04:02.713707",""
427,"done","2026-05-15 02:04:02.713707",""
428,"done","2026-05-15 02:04:02.713707",""
429,"done","2026-05-15 02:04:02.713707",""
430,"done","2026-05-15 02:04:02.713707",""
431,"done","2026-05-15 02:04:02.713707",""
432,"done","2026-05-15 02:04:02.713707",""
433,"done","2026-05-15 02:04:02.713707",""
434,"done","2026-05-15 02:04:02.713707",""
435,"done","2026-05-15 02:04:02.713707",""
436,"done","2026-05-15 02:04:02.713707",""
437,"done","2026-05-15 02:04:02.713707",""
438,"done","2026-05-15 02:04:02.713707",""
439,"done","2026-05-15 02:04:02.713707",""
440,"done","2026-05-15 02:04:02.713707",""
441,"done","2026-05-15 02:04:02.713707",""
442,"done","2026-05-15 02:04:02.713707",""
443,"done","2026-05-15 02:04:02.713707",""
444,"done","2026-05-15 02:04:02.713707",""
445,"done","2026-05-15 02:04:02.713707",""
446,"done","2026-05-15 02:04:02.713707",""
447,"done","2026-05-15 02:04:02.713707",""
448,"done","2026-05-15 02:04:02.713707",""
449,"done","2026-05-15 02:04:02.713707",""
450,"done","2026-05-15 02:04:02.713707",""
451,"done","2026-05-15 02:04:02.713707",""
452,"done","2026-05-15 02:04:02.713707",""
453,"done","2026-05-15 02:04:02.713707",""
454,"done","2026-05-15 02:04:02.713707",""
455,"done","2026-05-15 02:04:02.713707",""
456,"done","2026-05-15 02:04:02.713707",""
457,"done","2026-05-15 02:04:02.713707",""
458,"done","2026-05-15 02:04:02.713707",""
459,"done","2026-05-15 02:04:02.713707",""
460,"done","2026-05-15 02:04:02.713707",""
461,"done","2026-05-15 02:04:02.713707",""
462,"done","2026-05-15 02:04:02.713707",""
463,"done","2026-05-15 02:04:02.713707",""
464,"done","2026-05-15 02:04:02.713707",""
465,"done","2026-05-15 02:04:02.713707",""
466,"done","2026-05-15 02:04:02.713707",""
467,"done","2026-05-15 02:04:02.713707",""
468,"done","2026-05-15 02:04:02.713707",""
469,"done","2026-05-15 02:04:02.713707",""
470,"done","2026-05-15 02:04:02.713707",""
471,"done","2026-05-15 02:04:02.713707",""
472,"done","2026-05-15 02:04:02.713707",""
473,"done","2026-05-15 02:04:02.713707",""
474,"done","2026-05-15 02:04:02.713707",""
475,"done","2026-05-15 02:04:02.713707",""
476,"done","2026-05-15 02:04:02.713707",""
477,"done","2026-05-15 02:04:02.713707",""
478,"done","2026-05-15 02:04:02.713707",""
479,"done","2026-05-15 02:04:02.713707",""
480,"done","2026-05-15 02:04:02.713707",""
481,"done","2026-05-15 02:04:02.713707",""
482,"done","2026-05-15 02:04:02.713707",""
483,"done","2026-05-15 02:04:02.713707",""
484,"done","2026-05-15 02:04:02.713707",""
485,"done","2026-05-15 02:04:02.713707",""
486,"done","2026-05-15 02:04:02.713707",""
487,"done","2026-05-15 02:04:02.713707",""
488,"done","2026-05-15 02:04:02.713707",""
489,"done","2026-05-15 02:04:02.713707",""
490,"done","2026-05-15 02:04:02.713707",""
491,"done","2026-05-15 02:04:02.713707",""
492,"done","2026-05-15 02:04:02.713707",""
493,"done","2026-05-15 02:04:02.713707",""
494,"done","2026-05-15 02:04:02.713707",""
495,"done","2026-05-15 02:04:02.713707",""
496,"done","2026-05-15 02:04:02.713707",""
497,"done","2026-05-15 02:04:02.713707",""
498,"done","2026-05-15 02:04:02.713707",""
499,"done","2026-05-15 02:04:02.713707",""
500,"done","2026-05-15 02:04:02.713707",""
