"replicate","status","timestamp","error"
273,"done","2026-05-15 02:17:46.696773",""
274,"done","2026-05-15 02:17:46.696773",""
275,"done","2026-05-15 02:17:46.696773",""
276,"done","2026-05-15 02:17:46.696773",""
277,"done","2026-05-15 02:17:46.696773",""
278,"done","2026-05-15 02:17:46.696773",""
279,"done","2026-05-15 02:17:46.696773",""
280,"done","2026-05-15 02:17:46.696773",""
281,"done","2026-05-15 02:17:46.696773",""
282,"done","2026-05-15 02:17:46.696773",""
283,"done","2026-05-15 02:17:46.696773",""
284,"done","2026-05-15 02:17:46.696773",""
285,"done","2026-05-15 02:17:46.696773",""
286,"done","2026-05-15 02:17:46.696773",""
287,"done","2026-05-15 02:17:46.696773",""
288,"done","2026-05-15 02:17:46.696773",""
289,"done","2026-05-15 02:17:46.696773",""
290,"done","2026-05-15 02:17:46.696773",""
291,"done","2026-05-15 02:17:46.696773",""
292,"done","2026-05-15 02:17:46.696773",""
293,"done","2026-05-15 02:17:46.696773",""
294,"done","2026-05-15 02:17:46.696773",""
295,"done","2026-05-15 02:17:46.696773",""
296,"done","2026-05-15 02:17:46.696773",""
297,"done","2026-05-15 02:17:46.696773",""
298,"done","2026-05-15 02:17:46.696773",""
299,"done","2026-05-15 02:17:46.696773",""
300,"done","2026-05-15 02:17:46.696773",""
301,"done","2026-05-15 02:17:46.696773",""
302,"done","2026-05-15 02:17:46.696773",""
303,"done","2026-05-15 02:17:46.696773",""
304,"done","2026-05-15 02:17:46.696773",""
305,"done","2026-05-15 02:17:46.696773",""
306,"done","2026-05-15 02:17:46.696773",""
307,"done","2026-05-15 02:17:46.696773",""
308,"done","2026-05-15 02:17:46.696773",""
309,"done","2026-05-15 02:17:46.696773",""
310,"done","2026-05-15 02:17:46.696773",""
311,"done","2026-05-15 02:17:46.696773",""
312,"done","2026-05-15 02:17:46.696773",""
313,"done","2026-05-15 02:17:46.696773",""
314,"done","2026-05-15 02:17:46.696773",""
315,"done","2026-05-15 02:17:46.696773",""
316,"done","2026-05-15 02:17:46.696773",""
317,"done","2026-05-15 02:17:46.696773",""
318,"done","2026-05-15 02:17:46.696773",""
319,"done","2026-05-15 02:17:46.696773",""
320,"done","2026-05-15 02:17:46.696773",""
321,"done","2026-05-15 02:17:46.696773",""
322,"done","2026-05-15 02:17:46.696773",""
323,"done","2026-05-15 02:17:46.696773",""
324,"done","2026-05-15 02:17:46.696773",""
325,"done","2026-05-15 02:17:46.696773",""
326,"done","2026-05-15 02:17:46.696773",""
327,"done","2026-05-15 02:17:46.696773",""
328,"done","2026-05-15 02:17:46.696773",""
329,"done","2026-05-15 02:17:46.696773",""
330,"done","2026-05-15 02:17:46.696773",""
331,"done","2026-05-15 02:17:46.696773",""
332,"done","2026-05-15 02:17:46.696773",""
333,"done","2026-05-15 02:17:46.696773",""
334,"done","2026-05-15 02:17:46.696773",""
335,"done","2026-05-15 02:17:46.696773",""
336,"done","2026-05-15 02:17:46.696773",""
337,"done","2026-05-15 02:17:46.696773",""
338,"done","2026-05-15 02:17:46.696773",""
339,"done","2026-05-15 02:17:46.696773",""
340,"done","2026-05-15 02:17:46.696773",""
341,"done","2026-05-15 02:17:46.696773",""
342,"done","2026-05-15 02:17:46.696773",""
343,"done","2026-05-15 02:17:46.696773",""
344,"done","2026-05-15 02:17:46.696773",""
345,"done","2026-05-15 02:17:46.696773",""
346,"done","2026-05-15 02:17:46.696773",""
347,"done","2026-05-15 02:17:46.696773",""
348,"done","2026-05-15 02:17:46.696773",""
349,"done","2026-05-15 02:17:46.696773",""
350,"done","2026-05-15 02:17:46.696773",""
351,"done","2026-05-15 02:17:46.696773",""
352,"done","2026-05-15 02:17:46.696773",""
353,"done","2026-05-15 02:17:46.696773",""
354,"done","2026-05-15 02:17:46.696773",""
355,"done","2026-05-15 02:17:46.696773",""
356,"done","2026-05-15 02:17:46.696773",""
357,"done","2026-05-15 02:17:46.696773",""
358,"done","2026-05-15 02:17:46.696773",""
359,"done","2026-05-15 02:17:46.696773",""
360,"done","2026-05-15 02:17:46.696773",""
361,"done","2026-05-15 02:17:46.696773",""
362,"done","2026-05-15 02:17:46.696773",""
363,"done","2026-05-15 02:17:46.696773",""
364,"done","2026-05-15 02:17:46.696773",""
365,"done","2026-05-15 02:17:46.696773",""
366,"done","2026-05-15 02:17:46.696773",""
367,"done","2026-05-15 02:17:46.696773",""
368,"done","2026-05-15 02:17:46.696773",""
369,"done","2026-05-15 02:17:46.696773",""
370,"done","2026-05-15 02:17:46.696773",""
371,"done","2026-05-15 02:17:46.696773",""
372,"done","2026-05-15 02:17:46.696773",""
373,"done","2026-05-15 02:17:46.696773",""
374,"done","2026-05-15 02:17:46.696773",""
375,"done","2026-05-15 02:17:46.696773",""
376,"done","2026-05-15 02:17:46.696773",""
377,"done","2026-05-15 02:17:46.696773",""
378,"done","2026-05-15 02:17:46.696773",""
379,"done","2026-05-15 02:17:46.696773",""
380,"done","2026-05-15 02:17:46.696773",""
381,"done","2026-05-15 02:17:46.696773",""
382,"done","2026-05-15 02:17:46.696773",""
383,"done","2026-05-15 02:17:46.696773",""
384,"done","2026-05-15 02:17:46.696773",""
385,"done","2026-05-15 02:17:46.696773",""
386,"done","2026-05-15 02:17:46.696773",""
387,"done","2026-05-15 02:17:46.696773",""
388,"done","2026-05-15 02:17:46.696773",""
389,"done","2026-05-15 02:17:46.696773",""
390,"done","2026-05-15 02:17:46.696773",""
391,"done","2026-05-15 02:17:46.696773",""
392,"done","2026-05-15 02:17:46.696773",""
393,"done","2026-05-15 02:17:46.696773",""
394,"done","2026-05-15 02:17:46.696773",""
395,"done","2026-05-15 02:17:46.696773",""
396,"done","2026-05-15 02:17:46.696773",""
397,"done","2026-05-15 02:17:46.696773",""
398,"done","2026-05-15 02:17:46.696773",""
399,"done","2026-05-15 02:17:46.696773",""
400,"done","2026-05-15 02:17:46.696773",""
401,"done","2026-05-15 02:17:46.696773",""
402,"done","2026-05-15 02:17:46.696773",""
403,"done","2026-05-15 02:17:46.696773",""
404,"done","2026-05-15 02:17:46.696773",""
405,"done","2026-05-15 02:17:46.696773",""
406,"done","2026-05-15 02:17:46.696773",""
407,"done","2026-05-15 02:17:46.696773",""
408,"done","2026-05-15 02:17:46.696773",""
409,"done","2026-05-15 02:17:46.696773",""
410,"done","2026-05-15 02:17:46.696773",""
411,"done","2026-05-15 02:17:46.696773",""
412,"done","2026-05-15 02:17:46.696773",""
413,"done","2026-05-15 02:17:46.696773",""
414,"done","2026-05-15 02:17:46.696773",""
415,"done","2026-05-15 02:17:46.696773",""
416,"done","2026-05-15 02:17:46.696773",""
417,"done","2026-05-15 02:17:46.696773",""
418,"done","2026-05-15 02:17:46.696773",""
419,"done","2026-05-15 02:17:46.696773",""
420,"done","2026-05-15 02:17:46.696773",""
421,"done","2026-05-15 02:17:46.696773",""
422,"done","2026-05-15 02:17:46.696773",""
423,"done","2026-05-15 02:17:46.696773",""
424,"done","2026-05-15 02:17:46.696773",""
425,"done","2026-05-15 02:17:46.696773",""
426,"done","2026-05-15 02:17:46.696773",""
427,"done","2026-05-15 02:17:46.696773",""
428,"done","2026-05-15 02:17:46.696773",""
429,"done","2026-05-15 02:17:46.696773",""
430,"done","2026-05-15 02:17:46.696773",""
431,"done","2026-05-15 02:17:46.696773",""
432,"done","2026-05-15 02:17:46.696773",""
433,"done","2026-05-15 02:17:46.696773",""
434,"done","2026-05-15 02:17:46.696773",""
435,"done","2026-05-15 02:17:46.696773",""
436,"done","2026-05-15 02:17:46.696773",""
437,"done","2026-05-15 02:17:46.696773",""
438,"done","2026-05-15 02:17:46.696773",""
439,"done","2026-05-15 02:17:46.696773",""
440,"done","2026-05-15 02:17:46.696773",""
441,"done","2026-05-15 02:17:46.696773",""
442,"done","2026-05-15 02:17:46.696773",""
443,"done","2026-05-15 02:17:46.696773",""
444,"done","2026-05-15 02:17:46.696773",""
445,"done","2026-05-15 02:17:46.696773",""
446,"done","2026-05-15 02:17:46.696773",""
447,"done","2026-05-15 02:17:46.696773",""
448,"done","2026-05-15 02:17:46.696773",""
449,"done","2026-05-15 02:17:46.696773",""
450,"done","2026-05-15 02:17:46.696773",""
451,"done","2026-05-15 02:17:46.696773",""
452,"done","2026-05-15 02:17:46.696773",""
453,"done","2026-05-15 02:17:46.696773",""
454,"done","2026-05-15 02:17:46.696773",""
455,"done","2026-05-15 02:17:46.696773",""
456,"done","2026-05-15 02:17:46.696773",""
457,"done","2026-05-15 02:17:46.696773",""
458,"done","2026-05-15 02:17:46.696773",""
459,"done","2026-05-15 02:17:46.696773",""
460,"done","2026-05-15 02:17:46.696773",""
461,"done","2026-05-15 02:17:46.696773",""
462,"done","2026-05-15 02:17:46.696773",""
463,"done","2026-05-15 02:17:46.696773",""
464,"done","2026-05-15 02:17:46.696773",""
465,"done","2026-05-15 02:17:46.696773",""
466,"done","2026-05-15 02:17:46.696773",""
467,"done","2026-05-15 02:17:46.696773",""
468,"done","2026-05-15 02:17:46.696773",""
469,"done","2026-05-15 02:17:46.696773",""
470,"done","2026-05-15 02:17:46.696773",""
471,"done","2026-05-15 02:17:46.696773",""
472,"done","2026-05-15 02:17:46.696773",""
473,"done","2026-05-15 02:17:46.696773",""
474,"done","2026-05-15 02:17:46.696773",""
475,"done","2026-05-15 02:17:46.696773",""
476,"done","2026-05-15 02:17:46.696773",""
477,"done","2026-05-15 02:17:46.696773",""
478,"done","2026-05-15 02:17:46.696773",""
479,"done","2026-05-15 02:17:46.696773",""
480,"done","2026-05-15 02:17:46.696773",""
481,"done","2026-05-15 02:17:46.696773",""
482,"done","2026-05-15 02:17:46.696773",""
483,"done","2026-05-15 02:17:46.696773",""
484,"done","2026-05-15 02:17:46.696773",""
485,"done","2026-05-15 02:17:46.696773",""
486,"done","2026-05-15 02:17:46.696773",""
487,"done","2026-05-15 02:17:46.696773",""
488,"done","2026-05-15 02:17:46.696773",""
489,"done","2026-05-15 02:17:46.696773",""
490,"done","2026-05-15 02:17:46.696773",""
491,"done","2026-05-15 02:17:46.696773",""
492,"done","2026-05-15 02:17:46.696773",""
493,"done","2026-05-15 02:17:46.696773",""
494,"done","2026-05-15 02:17:46.696773",""
495,"done","2026-05-15 02:17:46.696773",""
496,"done","2026-05-15 02:17:46.696773",""
497,"done","2026-05-15 02:17:46.696773",""
498,"done","2026-05-15 02:17:46.696773",""
499,"done","2026-05-15 02:17:46.696773",""
500,"done","2026-05-15 02:17:46.696773",""
